Sentence,Unigram_Add-One,Unigram_Add-K,Unigram_Token-Type,Bigram_Add-One,Bigram_Add-K,Bigram_Token-Type,Trigram_Add-One,Trigram_Add-K,Trigram_Token-Type,Quadrigram_Add-One,Quadrigram_Add-K,Quadrigram_Token-Type
<s> उन्होंने लक्ष्मी और ऋषि को ट्रोल्स पर ध्यान नहीं देने और खुश रहने को कहा. </s>,-135.80892097745343,-135.7646278869736,-235.81014035847406,-270.5909700207,-270.5818427694488,-287.59173965376783,-381.4508462979367,-380.4393438974297,-391.45125569223126,-373.34562594968617,-372.85161724046804,-376.52366439434894
"<s> "" डीआर कांगो में इस सप्ताह की शुरुआत में ही टीकों के पहुंचने के चर्चा हुई लेकिन बुरुंडी पर अभी तक ऐसी कोई जानकारी सामने नहीं आई है. </s>",-235.3414769802899,-235.3151549172587,-407.3066989815762,-470.538208714579,-470.48861035416786,-520.5270794977007,-621.9974053582245,-617.4282281691635,-670.1051908513555,-672.6348658885404,-670.1124348104444,-694.4844025977551
<s> मुंबई इंडियंस की कप्तान हरमनप्रीत कौर ने पिछले मैच में गुजरात जायंट्स के ख़िलाफ़ विस्फोटक अंदाज़ में बल्लेबाज़ी करके 2017 के विश्व कप में खेली नाबाद 171 रनों वाली पारी की याद दिला दी. </s>,-320.80094277667826,-320.71813691617297,-488.14498374526596,-636.8489042999582,-636.8097203625703,-672.3455808997635,-791.5964369419357,-787.0403371634889,-835.891461574278,-869.9227581476625,-868.4219874042329,-880.8918017573728
"<s> वर्ष 1977 में जब जनता पार्टी की सरकार आई तो उसने नागरवाला की मौत की परिस्थितियों की जाँच के लिए जगनमोहन रेड्डी आयोग बनाया, मगर इस जाँच में कुछ भी नया निकल कर सामने नहीं आया. </s>",-316.3176551648584,-316.2684392148383,-527.5077942356888,-600.6780714872997,-600.6316313388362,-656.9217221839549,-814.3817740546107,-808.8266206105923,-868.1393681093016,-937.8781514349442,-936.8699362092558,-946.4644726636069
"<s> "" वाशिंगटन में येलेन ने कहा कि ट्रेजरी अपने प्रतिबंध लगाने
के अधिकारों का इस्तेमाल करेगा और सहयोगियों के साथ ""ईरानी शासन की दुर्भावनापूर्ण
और अस्थिर करने वाली गतिविधि को रोकना जारी रखेगा. </s>",-303.2584004020529,-303.1827154226234,-487.18456006538906,-625.9284193350283,-625.8967852983498,-672.1900793731038,-839.3693362318048,-837.3437664565074,-865.7866448279698,-884.1926757097135,-884.1926757097135,-884.1926757097135
<s> उन्होंने एक दर्जन से भी ज़्यादा फ़िल्मों में काम किया और रुपहले पर्दे पर अशोक कुमार के साथ उनकी जोड़ी काफ़ी सफल रही. </s>,-202.6753871490911,-202.6107314886606,-341.91896126018605,-375.6874619847834,-375.6543749045282,-424.1440863578832,-481.2773250669778,-476.729378234438,-531.9500254225976,-580.0593444931421,-579.0626595778738,-587.2612010413654
<s> भारतीय चैंपियन टीम ने पहले इंग्लैंड को तीन विकेट से हराया और फिर डकवर्थ लुईस के सिद्धांत पर वेस्टइंडीज़ को 27 रन से हराया. </s>,-211.83743085212507,-211.77117597269444,-354.5796951350558,-420.9656199343914,-420.9396891328248,-452.15450482548056,-598.3321115528007,-596.3065037766361,-617.1164416486232,-621.8016587088134,-621.3042567464535,-625.2028542574033
<s> बॉलीवुड के शीर्ष निर्देशक सुभाष घई ने फ़िल्म 'देवा' के लिए अमिताभ बच्चन का चयन किया था लेकिन इस फ़िल्म को ठंडे बस्ते में डाल दिया गया और इसके कारणों का कभी पता नहीं चला. </s>,-308.93001838392166,-308.8236392069263,-514.5161151309908,-564.6712195213752,-564.6184580148994,-629.2241138190145,-747.1608071439884,-740.5674778231189,-817.4941694440664,-866.8371801930722,-864.3186729788437,-887.9015535044291
"<s> ” (मुजफ़्फ़रनगर से स्थानीय पत्रकार अमित सैनी के सहयोग से) (बीबीसी हिन्दी के एंड्रॉएड ऐप के लिए आप यहां 
क्लिक
 कर सकते हैं. </s>",-267.95398308266596,-267.9007207607888,-384.7786349138263,-470.01720543794426,-469.9988540447514,-494.23858976570756,-585.4144510113355,-583.925096008479,-600.9923055871037,-607.882464550428,-607.882464550428,-607.882464550428
"<s> ऑस्ट्रेलियाई पीएम ने अब एलन मस्क को एक ""घमंडी अरबपति"" बताया है. </s>",-160.6174654887893,-160.58478886104623,-225.72926124386942,-277.1795460897249,-277.16732182814326,-289.0068679198673,-331.57225339114257,-331.57225339114257,-331.57225339114257,-303.941232275214,-303.941232275214,-303.941232275214
<s> सभी सरकारी कार्यालयों को नई राजधानी में ले जाने की योजना की घोषणा कर दी गयी. </s>,-134.85347230553188,-134.7999269141129,-248.66491548318854,-229.52485636901653,-229.48628512358326,-273.15067331759695,-304.3584554093699,-300.2940988216611,-350.0398974481816,-355.8817471169892,-353.8792372057576,-373.2227626157725
<s> टीम इंडिया के इस शानदार प्रदर्शन की तारीफ़ दुनियाभर में हो रही है. </s>,-119.12281874754001,-119.08234460216028,-208.4633953631687,-201.77687175924777,-201.75339810516283,-232.39634749913122,-287.5606550639833,-285.52763771740473,-313.17482777085996,-314.9142687722694,-314.40416733754483,-321.26160572508184
<s> यहीं से रोहित ने एक और शानादर चाल चलते हुए बाएं हाथ के अक्षर पटेल को कोहली के साथ साझेदारी करने के लिए ऊपर भेज दिया. </s>,-235.0078182020556,-234.9270391335677,-393.9569230124322,-449.04380694931257,-449.01671062435344,-492.5893831151233,-595.2636980817866,-591.7555152119303,-637.8519282443302,-690.7755278982137,-690.7755278982137,-690.7755278982137
"<s> व्यक्ति को खून तक निकल आता है, लेकिन आराम महसूस नहीं होता. </s>",-139.4713148517373,-139.43360472664423,-212.48806799958817,-283.4329654002059,-283.42990633109434,-289.03018122756845,-315.9064097175233,-315.4018826664254,-320.0652430970473,-303.941232275214,-303.941232275214,-303.941232275214
"<s> ” सुबह इस घटना की ख़बर आने के बाद जम्मू कश्मीर के पूर्व मुख्यमंत्री और नेशनल कॉन्फ्रेंस नेता उमर अब्दुल्लाह ने एक्स पर लिखा था, ""श्रीनगर के पास लसजान में झेलम नदी में एक नाव के पलटने की ख़बरों से चिंतित हूं. </s>",-424.2103695367959,-424.0985447192629,-647.0454185289706,-798.7430048080847,-798.7144806841536,-850.959636387595,-1003.742546020694,-999.1831180886073,-1056.9388277914286,-1073.9276528634255,-1071.908355222858,-1091.6293309819716
<s> जबकि अब भी सात टीमें गणित के समीकरणों के मुताबिक़ प्लेऑफ़ में अपनी जगह बना सकती हैं. </s>,-165.06897132828698,-165.04587249559742,-262.6369196731755,-325.07244618001187,-325.0590305209648,-342.9581949504725,-420.51698396380846,-418.99799461817736,-435.20629488651133,-427.39126816941763,-426.8853997219065,-431.785704913337
"<s> कोरिया की 'हैप्पीनेस फैक्ट्री' में बने छोटे कमरों को अगर बाहरी दुनिया से कुछ जोड़ता है, तो वो है दरवाज़े पर बने छेद जिनका इस्तेमाल कमरे में खाना देने के लिए किया जाता है. </s>",-343.11526574116124,-343.0198468464073,-529.7684741089168,-658.1942935704067,-658.1647050183955,-699.9208372158038,-865.566128868821,-863.5596922603974,-893.4254835029108,-880.4906078435421,-879.4765136574074,-891.2024111697195
