Sentence,Quad-Add-One,Quad-Add-K,p_quad_token_type
वर्तमान  में  इमरजेंसी  के  दौरान  ही  जरूरतमंद  लोग  रक्तदान  करने  आ  रहे  हैं  जिसमें  रक्तदान  के  बाद  ही  रक्त  मिल  पा  रहा  है  जिसमें  एनजीओ  व  आमजन  पीछे  हट  गए  हैं ।,3.867480621141922e-227,3.6327752303604085e-220,2.3505831611085484e-257
विभाग  द्वारा  सरस्वती  साइकिल  योजना  के  तहत  हायर  सेकेंडरी  स्कूल  सोरगा  में  पढऩे  वाली  9 वीं  की  31 बालिकाओं  को  साइकिल  दी  गई ।,3.3995207702066056e-175,6.599391265522502e-170,3.837265401174806e-195
मुझे  उम्मीद  है  कि  अबू  आसिम  आज़मी  के  मुट्ठी  भर  लोग  मुंबई  का  माहौल  खराब  नहीं  कर  पाएंगे ।,2.4999084884237442e-132,9.117722870800824e-128,2.9324420844998707e-156
"उन्होंने  वनवासी  बालिका  छात्रावास  भवन , व  श्रीराम  प्रिय  जन  चिकित्सालय  व  सबरी  सरोवर  बनाने  के  लिए  भूमि  पूजन  किया ।",5.018757682025988e-170,4.374046436484078e-166,1.0521282651615524e-188
"इसमें  उत्तर  प्रदेश , उत्तराखंड , पंजाब , गोवा  और  मणिपुर  शामिल  है .",5.758561329227631e-139,3.0271315251250915e-137,3.664055591586183e-151
चुनाव  में  एनडीए  उम्मीदवार  को  126 और  महागठबंधन  के  प्रत्याशी  को  114 वोट  मिले  हैं .,1.7800672538387863e-116,8.395767240360323e-113,6.267463106890513e-133
फलस्तीनी  राष्ट्रपति  महमूद  अब्बास  ने  कहा  कि  इस्राइल  के  इस  कदम  के  बाद  भी  वह  उसके  साथ  समन्वय  पर  अपने  रूख  को  यथास्थिति  बनाए  रखेंगे ।,1.963407548368115e-190,1.8906721468883328e-184,1.0729409142394437e-210
नीलामी  में  किंग्स  इलेवन  पंजाब  की  टीम  सर्वाधिक  23 करोड़  35 लाख  रुपए  की  राशि  के  साथ  उतरेगी .,7.886959156017927e-133,8.347185163267104e-128,2.93155393731614e-156
योगी  ने  कहा  कि  राज्य  में  कोरोना  वायरस  से  निपटने  को  लेकर  सदन  में  चर्चा  होनी  चाहिए ।,3.423640765473105e-107,1.0451841298356044e-101,1.7532455926307388e-148
आरोप  है  कि  निर्धारित  वक्त  बीतने  के  बाद  भी  जब  उसने  रकम  नहीं  दी  तो  नागफनी  थाने  में  रिपोर्ट  दर्ज  करा  दी ।,2.360522383428664e-154,1.3281566596402026e-148,2.2942706224500752e-187
स्लीपर  की  जगह  एसी  थर्ड  श्रेणी  के  कोच  लगने  लगे  हैं ।,2.96875090687475e-91,1.495069522244559e-88,8.010493609045134e-102
"बिजली  की  खराबी  का  मिनटों  में  पता  लगाने  के  लिए  रायपुर  में  स्कॉडा  सिस्टम  लगाया  गया  है  लेकिन  इसके  बाद  भी  बिजली  अमले  को  जब  भी  शहर  में  बिजली  की  खराबी  होती  है , तो  उसका  पता  इस  सिस्टम  से  बहुत  कम  लग  पाता  है ।",0.0,0.0,0.0
लेकिन  ऐसे  बहुत  कम  ही  हैं  जो  पूरी  दुनिया  घूमने  के  सपने  को  पूरा  कर  पाते  हैं ।,3.855301345392238e-123,2.1178328624913497e-118,1.7559413563466824e-148
पहला  भजन  मुझे  दे  दो  दया  का  दान  मेरे  शिरडी  के  साईं  बाबा  गाया ।,5.539789340798285e-116,6.34321119848709e-113,3.747113099915135e-125
उनके  पास  जवाब  देने  के  लिए  सिर्फ  24 घंटे  का  समय  दिया  गया  था .,2.3648189022342466e-95,3.2914965913578977e-91,3.750002851071866e-125
जिसमें  समिति  द्वारा  लोगों  से  चंदा  कर  50 रुपए  प्रति  कूपन  दिया  जाता  है ।,1.0959697373353108e-106,3.223658939426751e-103,3.753754758984899e-125
रायन  रेनॉल्ड्स  ने  डेडपूल  1 में  कमाल  का  अभिनय  किया  था  और  वो  इस  बार  भी  जबर्दस्त  काम  कर  रहे  हैं .,2.3951052190461567e-154,6.313360463089119e-149,1.3725406100210396e-179
अब  जांचें  कि  आपकी  नाक  की  किस  तरफ  से  आपकी  सांसे  अधिक  दृढ़ता  से  बह  रही  है ।,3.786351822539117e-130,2.5724913197641438e-126,1.7594036965896903e-148
"उन्होंने  मध्यप्रदेश  को  इसका  सर्वश्रेष्ठ  उदाहरण  बताया , जहाँ  दो  वर्ष  से  कमजोर  मानसून  और  ओला - वृष्टि  के  बावजूद  प्रदेश  अपनी  22 फीसदी  कृषि  विकास  दर  बनाये  रखने  में  सफल  रहा  है ।",1.7899690975806866e-263,5.052022665505077e-257,8.454124339598498e-290
"वह  सबसे  छोटी  संख्या  ज्ञात  कीजिए  जिसे  15 , 25 , 28 से  विभाजित  करने  पर  प्रत्येक  स्थिति  में  शेषफल  8 प्राप्त  हो ?",3.952970214467023e-208,2.0623783366506897e-204,1.7544744352454667e-220
11 वां  ओवर  स्टोइनिस  ने  किया .,1.3631713764853287e-53,9.99082261942882e-52,6.121548324198747e-63
दोपहर  करीब  12.15 बजे  कुछ  मिनट  के  लिए  भारतीय  पोस्ट  निकोवाल  पर  पाकिस्तानी  रेंजर्स  ने  सीमा  सुरक्षा  बल  के  साथ  अचानक  संपर्क  किया ।,2.368529949403081e-172,8.078687149483958e-167,3.836243676359302e-195
